,Dépenses générales et administratives,CONSEIL D'ADMINISTRATION,"Suivi stratégique, contrôle et renforcement institutionnel","Sessions de renforcement des capacités et échanges institutionnels (partenaires, CPI, ONU, CIAVAR, etc.)","Sessions de renforcement des capacités et échanges institutionnels (partenaires, CPI, ONU, CIAVAR, etc.)",CA,2,4,01,CA.2.4.01,"CONSEIL D'ADMINISTRATION _ Suivi stratégique, contrôle et renforcement institutionnel _ Sessions de renforcement des capacités et échanges institutionnels (partenaires, CPI, ONU, CIAVAR, etc.) _ Sessions de renforcement des capacités et échanges institutionnels (partenaires, CPI, ONU, CIAVAR, etc.)",CA24,"CONSEIL D'ADMINISTRATION  _  Suivi stratégique, contrôle et renforcement institutionnel _  Sessions de renforcement des capacités et échanges institutionnels (partenaires, CPI, ONU, CIAVAR, etc.)",,,,,,,,,,,,,,,,,,,CONSEIL D'ADMINISTRATION2,,
,Dépenses de personnel,DIRECTION FINANCIÈRE,Renumeration,Renumeration,Renumeration,FI,0,0,01,FI.0.0.01,DIRECTION FINANCIÈRE _ Renumeration _ Renumeration _ Renumeration,FI00,DIRECTION FINANCIÈRE  _  Renumeration _  Renumeration,,,,,,,,,,,,,,,,,,,DIRECTION FINANCIÈRE0,,
,Dépenses générales et administratives,DIRECTION FINANCIÈRE,Suivi budgétaire,Session budgétaires,Preparation budgétaires,FI,1,1,01,FI.1.1.01,DIRECTION FINANCIÈRE _ Suivi budgétaire _ Session budgétaires _ Preparation budgétaires,FI11,DIRECTION FINANCIÈRE  _  Suivi budgétaire _  Session budgétaires,,,,,,,,,,,,,,,,,,,DIRECTION FINANCIÈRE1,,
,Dépenses générales et administratives,DIRECTION FINANCIÈRE,Suivi budgétaire,Outils,Acquisition d'outil de suivi budgétaire,FI,1,2,01,FI.1.2.01,DIRECTION FINANCIÈRE _ Suivi budgétaire _ Outils _ Acquisition d'outil de suivi budgétaire,FI12,DIRECTION FINANCIÈRE  _  Suivi budgétaire _  Outils,,,,,,,,,,,,,,,,,,,DIRECTION FINANCIÈRE1,,
,Dépenses générales et administratives,DIRECTION FINANCIÈRE,Reporting financier,Cloture des comptes,Préparation et validation des états financiers,FI,2,1,01,FI.2.1.01,DIRECTION FINANCIÈRE _ Reporting financier _ Cloture des comptes _ Préparation et validation des états financiers,FI21,DIRECTION FINANCIÈRE  _  Reporting financier _  Cloture des comptes,,,,,,,,,,,,,,,,,,,DIRECTION FINANCIÈRE2,,
,Dépenses générales et administratives,DIRECTION FINANCIÈRE,Reporting financier,Inventaires des immobilisations,Inventaires des immobilisations,FI,2,2,01,FI.2.2.01,DIRECTION FINANCIÈRE _ Reporting financier _ Inventaires des immobilisations _ Inventaires des immobilisations,FI22,DIRECTION FINANCIÈRE  _  Reporting financier _  Inventaires des immobilisations,,,,,,,,,,,,,,,,,,,DIRECTION FINANCIÈRE2,,
,Dépenses générales et administratives,DIRECTION FINANCIÈRE,Fonctionnement courant,Fonctionnement courant,Fonctionnement courant,FI,3,1,01,FI.3.1.01,DIRECTION FINANCIÈRE _ Fonctionnement courant _ Fonctionnement courant _ Fonctionnement courant,FI31,DIRECTION FINANCIÈRE  _  Fonctionnement courant _  Fonctionnement courant,,,,,,,,,,,,,,,,,,,DIRECTION FINANCIÈRE3,,
,Dépenses générales et administratives,DIRECTION FINANCIÈRE,Fonctionnement courant,Fonctionnement courant,Location de bureau et Autres,FI,3,1,02,FI.3.1.02,DIRECTION FINANCIÈRE _ Fonctionnement courant _ Fonctionnement courant _ Location de bureau et Autres,FI31,DIRECTION FINANCIÈRE  _  Fonctionnement courant _  Fonctionnement courant,,,,,,,,,,,,,,,,,,,DIRECTION FINANCIÈRE3,,
,Dépenses générales et administratives,DIRECTION FINANCIÈRE,Fonctionnement courant,Fonctionnement courant,Approvisionnement des coordinations,FI,3,1,03,FI.3.1.03,DIRECTION FINANCIÈRE _ Fonctionnement courant _ Fonctionnement courant _ Approvisionnement des coordinations,FI31,DIRECTION FINANCIÈRE  _  Fonctionnement courant _  Fonctionnement courant,,,,,,,,,,,,,,,,,,,DIRECTION FINANCIÈRE3,,
,Dépenses générales et administratives,DIRECTION FINANCIÈRE,Conformités à la règlementation et normes financières et fiscales,Conformités à la règlementation et normes financières,Organiser l'audit des comptes,FI,4,1,01,FI.4.1.01,DIRECTION FINANCIÈRE _ Conformités à la règlementation et normes financières et fiscales _ Conformités à la règlementation et normes financières _ Organiser l'audit des comptes,FI41,DIRECTION FINANCIÈRE  _  Conformités à la règlementation et normes financières et fiscales _  Conformités à la règlementation et normes financières,,,,,,,,,,,,,,,,,,,DIRECTION FINANCIÈRE4,,
,Dépenses générales et administratives,DIRECTION FINANCIÈRE,Conformités à la règlementation et normes financières et fiscales,Conformité fiscal,Suivi fiscal,FI,4,2,01,FI.4.2.01,DIRECTION FINANCIÈRE _ Conformités à la règlementation et normes financières et fiscales _ Conformité fiscal _ Suivi fiscal,FI42,DIRECTION FINANCIÈRE  _  Conformités à la règlementation et normes financières et fiscales _  Conformité fiscal,,,,,,,,,,,,,,,,,,,DIRECTION FINANCIÈRE4,,
,Dépenses générales et administratives,DIRECTION FINANCIÈRE,Renforcement des capacités,Formation des équipes,,FI,5,1,01,FI.5.1.01,DIRECTION FINANCIÈRE _ Renforcement des capacités _ Formation des équipes _ ,FI51,DIRECTION FINANCIÈRE  _  Renforcement des capacités _  Formation des équipes,,,,,,,,,,,,,,,,,,,DIRECTION FINANCIÈRE5,,
,Dépenses générales et administratives,DIRECTION FINANCIÈRE,Suivi des redevances minières,Mission de service recouvrement_Dépôts NP,Dépôts des NP,FI,6,1,01,FI.6.1.01,DIRECTION FINANCIÈRE _ Suivi des redevances minières _ Mission de service recouvrement_Dépôts NP _ Dépôts des NP,FI61,DIRECTION FINANCIÈRE  _  Suivi des redevances minières _  Mission de service recouvrement_Dépôts NP,,,,,,,,,,,,,,,,,,,DIRECTION FINANCIÈRE6,,
,Dépenses générales et administratives,DIRECTION FINANCIÈRE,Suivi des redevances minières,Mission de service recouvrement_Supervision,Supervisions terrains,FI,6,2,01,FI.6.2.01,DIRECTION FINANCIÈRE _ Suivi des redevances minières _ Mission de service recouvrement_Supervision _ Supervisions terrains,FI62,DIRECTION FINANCIÈRE  _  Suivi des redevances minières _  Mission de service recouvrement_Supervision,,,,,,,,,,,,,,,,,,,DIRECTION FINANCIÈRE6,,
,Dépenses générales et administratives,DIRECTION FINANCIÈRE,Suivi des redevances minières,Mission de service recouvrement_Réconciliation,Réconciliation avec les parties prenantes,FI,6,3,01,FI.6.3.01,DIRECTION FINANCIÈRE _ Suivi des redevances minières _ Mission de service recouvrement_Réconciliation _ Réconciliation avec les parties prenantes,FI63,DIRECTION FINANCIÈRE  _  Suivi des redevances minières _  Mission de service recouvrement_Réconciliation,,,,,,,,,,,,,,,,,,,DIRECTION FINANCIÈRE6,,
,Dépenses générales et administratives,DIRECTION FINANCIÈRE,Suivi des redevances minières,Recouvrement forcés,Déclenchement procédures de recouvrement forcé,FI,6,4,01,FI.6.4.01,DIRECTION FINANCIÈRE _ Suivi des redevances minières _ Recouvrement forcés _ Déclenchement procédures de recouvrement forcé,FI64,DIRECTION FINANCIÈRE  _  Suivi des redevances minières _  Recouvrement forcés,,,,,,,,,,,,,,,,,,,DIRECTION FINANCIÈRE6,,
,Dépenses générales et administratives,DIRECTION FINANCIÈRE,Suivi des redevances minières,Recouvrement forcés,Démarche de collaboration avec la DGRAD,FI,6,4,02,FI.6.4.02,DIRECTION FINANCIÈRE _ Suivi des redevances minières _ Recouvrement forcés _ Démarche de collaboration avec la DGRAD,FI64,DIRECTION FINANCIÈRE  _  Suivi des redevances minières _  Recouvrement forcés,,,,,,,,,,,,,,,,,,,DIRECTION FINANCIÈRE6,,
,Dépenses générales et administratives,DIRECTION FINANCIÈRE,Suivi des redevances minières,Réseautage,Participation à la mining Week,FI,6,5,01,FI.6.5.01,DIRECTION FINANCIÈRE _ Suivi des redevances minières _ Réseautage _ Participation à la mining Week,FI65,DIRECTION FINANCIÈRE  _  Suivi des redevances minières _  Réseautage,,,,,,,,,,,,,,,,,,,DIRECTION FINANCIÈRE6,,
,Dépenses générales et administratives,DIRECTION FINANCIÈRE,Activer les autres sources de financements,Activation prime d'assurance,Collaboration avec le ministère des finances et l'ARCA,FI,7,1,01,FI.7.1.01,DIRECTION FINANCIÈRE _ Activer les autres sources de financements _ Activation prime d'assurance _ Collaboration avec le ministère des finances et l'ARCA,FI71,DIRECTION FINANCIÈRE  _  Activer les autres sources de financements _  Activation prime d'assurance,,,,,,,,,,,,,,,,,,,DIRECTION FINANCIÈRE7,,
,Dépenses générales et administratives,DIRECTION FINANCIÈRE,Activer les autres sources de financements,Activation quote-part crédit carbone,Collaboration avec le ministère de l'environnement,FI,7,2,01,FI.7.2.01,DIRECTION FINANCIÈRE _ Activer les autres sources de financements _ Activation quote-part crédit carbone _ Collaboration avec le ministère de l'environnement,FI72,DIRECTION FINANCIÈRE  _  Activer les autres sources de financements _  Activation quote-part crédit carbone,,,,,,,,,,,,,,,,,,,DIRECTION FINANCIÈRE7,,
,Dépenses générales et administratives,DIRECTION FINANCIÈRE,Gérer les investissements du fonds,Gestion portefeuille investissements,Suivi portefeuille des investissements,FI,8,1,01,FI.8.1.01,DIRECTION FINANCIÈRE _ Gérer les investissements du fonds _ Gestion portefeuille investissements _ Suivi portefeuille des investissements,FI81,DIRECTION FINANCIÈRE  _  Gérer les investissements du fonds _  Gestion portefeuille investissements,,,,,,,,,,,,,,,,,,,DIRECTION FINANCIÈRE8,,
,Dépenses générales et administratives,DIRECTION FINANCIÈRE,Gérer les investissements du fonds,prospection  acquisition  terrains et/ou immeubles à l'interieur du pays,Mission de prospection,FI,8,2,01,FI.8.2.01,DIRECTION FINANCIÈRE _ Gérer les investissements du fonds _ prospection  acquisition  terrains et/ou immeubles à l'interieur du pays _ Mission de prospection,FI82,DIRECTION FINANCIÈRE  _  Gérer les investissements du fonds _  prospection  acquisition  terrains et/ou immeubles à l'interieur du pays,,,,,,,,,,,,,,,,,,,DIRECTION FINANCIÈRE8,,
,Dépenses générales et administratives,DIRECTION FINANCIÈRE,Gérer les investissements du fonds,_Outils,Acquisition du logiciel spécialisé de modélisation financière,FI,8,3,01,FI.8.3.01,DIRECTION FINANCIÈRE _ Gérer les investissements du fonds _ _Outils _ Acquisition du logiciel spécialisé de modélisation financière,FI83,DIRECTION FINANCIÈRE  _  Gérer les investissements du fonds _  _Outils,,,,,,,,,,,,,,,,,,,DIRECTION FINANCIÈRE8,,
,Dépenses de personnel,AUDIT INTERNE ,Renumeration,Renumeration,Renumeration,AU,0,0,01,AU.0.0.01,AUDIT INTERNE  _ Renumeration _ Renumeration _ Renumeration,AU00,AUDIT INTERNE   _  Renumeration _  Renumeration,,,,,,,,,,,,,,,,,,,AUDIT INTERNE 0,,
,Dépenses générales et administratives,AUDIT INTERNE ,Contrôle interne et Gestion des risques,Elaboration et vulgarisation de la cartographie des risques,Suivi des actions de mitigation des risques,AU,1,1,01,AU.1.1.01,AUDIT INTERNE  _ Contrôle interne et Gestion des risques _ Elaboration et vulgarisation de la cartographie des risques _ Suivi des actions de mitigation des risques,AU11,AUDIT INTERNE   _  Contrôle interne et Gestion des risques _  Elaboration et vulgarisation de la cartographie des risques,,,,,,,,,,,,,,,,,,,AUDIT INTERNE 1,,
,Dépenses générales et administratives,AUDIT INTERNE ,Contrôle interne et Gestion des risques,Elaboration et vulgarisation de la cartographie des risques,Approbation de la cartographie des risques,AU,1,1,02,AU.1.1.02,AUDIT INTERNE  _ Contrôle interne et Gestion des risques _ Elaboration et vulgarisation de la cartographie des risques _ Approbation de la cartographie des risques,AU11,AUDIT INTERNE   _  Contrôle interne et Gestion des risques _  Elaboration et vulgarisation de la cartographie des risques,,,,,,,,,,,,,,,,,,,AUDIT INTERNE 1,,
,Dépenses générales et administratives,AUDIT INTERNE ,Contrôle interne et Gestion des risques,Gestion des risques des partenaires,Missions de Due diligence des partenaires de l'écosystème,AU,1,2,01,AU.1.2.01,AUDIT INTERNE  _ Contrôle interne et Gestion des risques _ Gestion des risques des partenaires _ Missions de Due diligence des partenaires de l'écosystème,AU12,AUDIT INTERNE   _  Contrôle interne et Gestion des risques _  Gestion des risques des partenaires,,,,,,,,,,,,,,,,,,,AUDIT INTERNE 1,,
,Dépenses générales et administratives,AUDIT INTERNE ,Contrôle interne et Gestion des risques,Gestion des risques des partenaires,Cabinet pour accompagnement DD,AU,1,2,02,AU.1.2.02,AUDIT INTERNE  _ Contrôle interne et Gestion des risques _ Gestion des risques des partenaires _ Cabinet pour accompagnement DD,AU12,AUDIT INTERNE   _  Contrôle interne et Gestion des risques _  Gestion des risques des partenaires,,,,,,,,,,,,,,,,,,,AUDIT INTERNE 1,,
,Dépenses générales et administratives,AUDIT INTERNE ,Contrôle interne et Gestion des risques,Prevention des risques,Sensibilisation du personnel sur le contrôle interne et la gestion des risques,AU,1,3,01,AU.1.3.01,AUDIT INTERNE  _ Contrôle interne et Gestion des risques _ Prevention des risques _ Sensibilisation du personnel sur le contrôle interne et la gestion des risques,AU13,AUDIT INTERNE   _  Contrôle interne et Gestion des risques _  Prevention des risques,,,,,,,,,,,,,,,,,,,AUDIT INTERNE 1,,
,Dépenses générales et administratives,AUDIT INTERNE ,Contrôle interne et Gestion des risques,Prevention des risques,Sensibilisation du personnel sur la prevention de la fraude et de la corruption,AU,1,3,02,AU.1.3.02,AUDIT INTERNE  _ Contrôle interne et Gestion des risques _ Prevention des risques _ Sensibilisation du personnel sur la prevention de la fraude et de la corruption,AU13,AUDIT INTERNE   _  Contrôle interne et Gestion des risques _  Prevention des risques,,,,,,,,,,,,,,,,,,,AUDIT INTERNE 1,,
,Dépenses générales et administratives,AUDIT INTERNE ,Contrôle interne et Gestion des risques,Prevention des risques,"Compagne de communication interne : Affichache, Dépliant, support vidéo",AU,1,3,03,AU.1.3.03,"AUDIT INTERNE  _ Contrôle interne et Gestion des risques _ Prevention des risques _ Compagne de communication interne : Affichache, Dépliant, support vidéo",AU13,AUDIT INTERNE   _  Contrôle interne et Gestion des risques _  Prevention des risques,,,,,,,,,,,,,,,,,,,AUDIT INTERNE 1,,
